accountid,amount,closedate,opportunityid,opportunity_creation_date__c,ownerid,primary_application__c,stagename,sales_team__c
0016g00000BVx25AAD,2800,3/31/2022,0064v00001tkgfFAAQ,1/5/2022,0054v00000E76uLAAR,Robot Pedestals & Bases,Closed Lost,HVS 5
0016g00000FbcSIAAZ,114.05,1/12/2022,0064v00001tkuTkAAI,1/12/2022,0056g0000049sqfAAA,Other Equipment - Other,Closed Won,HVS 3
0014v00002ThaYVAAZ,28800,5/31/2022,0064v00001tjsfXAAQ,11/23/2021,0054v00000E76uBAAR,Sanding & Polishing,Closed Lost,HVS 4
0014v00002JiLy6AAF,3909.92,12/13/2021,0064v00001tjtGdAAI,11/23/2021,0054v00000E7EDFAA3,Industrial Carts,Closed Won,Strategic Sales
0016g00000BVy7mAAD,10903.58,3/22/2022,0064v00001tmTCsAAM,3/14/2022,0056g00000511ReAAI,Workstations,Closed Won,HVS 1
0014v00002eXQSyAAO,6000,4/30/2022,0064v00001tmVGiAAM,3/15/2022,0054v00000E76uaAAB,Shelves & Racks,Closed Lost,HVS 4
0014v00002eWcSUAA0,150000,11/30/2022,0064v00001tmOmdAAE,3/10/2022,0054v00000Ef8IuAAJ,Cobot Palletizer,Project Discovery,HVS BOS
0014v00002JZMyuAAH,5453.28,1/17/2022,0064v00001tl10qAAA,1/17/2022,0056g0000049sqhAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000BUyOUAA1,405.04,1/21/2022,0064v00001tl8aiAAA,1/21/2022,0056g0000049sqfAAA,Parts,Closed Won,HVS 3
0014v00002dOKosAAG,2033.23,2/15/2022,0064v00001tlp5uAAA,2/14/2022,0056g0000049sqgAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0016g00000CWwC0AAL,626.43,2/15/2022,0064v00001tlpnFAAQ,2/15/2022,0056g0000049sqhAAA,Parts,Closed Won,Strategic Sales
0014v00002KFvMoAAL,55837.61,1/17/2022,0064v00001tjrZsAAI,11/22/2021,0054v00000E6aXUAAZ,Robot Range Extender,Closed Won,HVS 3
0014v00002O5UG5AAN,45189.79,1/28/2022,0064v00001tjtXAAAY,11/23/2021,0056g0000049sqgAAA,Robotic Tending Cells,Closed Won,Strategic Sales
0014v00002YTMIQAA5,50000,3/31/2022,0064v00001tkFauAAE,12/10/2021,0054v00000E6aXUAAZ,Custom Machines,Closed Lost,HVS 3
0014v00002YTNXmAAP,215.36,12/10/2021,0064v00001tkGBpAAM,12/10/2021,0056g0000050oslAAA,Other Equipment - Other,Closed Won,HVS 1
0014v00002dNPh1AAG,50000,5/31/2022,0064v00001tlXG2AAM,2/7/2022,0054v00000E76uGAAR,Robotic Tending Cells,Closed Lost,HVS 2
0014v00002TjYNEAA3,99999.99,11/29/2021,0064v00001tjo9TAAQ,11/19/2021,0054v00000E5wVTAAZ,Robot Range Extender,Closed Won,HVS 3
0014v00002dMTSIAA4,52234,6/30/2022,0064v00001tlMfsAAE,1/31/2022,0054v00000E5wUpAAJ,Conveyors,Closed Lost,HVS 1
0014v00002QlqbpAAB,4000,9/30/2021,0064v00001s7vsyAAA,7/12/2021,0054v00000EEeONAA1,Robotic Tending Cells,Closed Lost,HVS 4
0016g00000FbblvAAB,6000,2/3/2022,0064v00001tlGH0AAM,1/27/2022,0056g00000511ReAAI,Safety Enclosures,Closed Lost,HVS 1
0014v00002O6r9aAAB,6000,7/30/2021,0064v00001s7bBKAAY,6/30/2021,0054v00000E5wUpAAJ,Safety Enclosures,Closed Lost,HVS 1
0014v00002eWPQ3AAO,150000,8/31/2022,0064v00001tmKtHAAU,3/8/2022,0054v00000E6aXUAAZ,Cobot Palletizer,Closed Lost,HVS 3
0014v00002QoGddAAF,5699.33,2/22/2022,0064v00001tltz2AAA,2/17/2022,0054v00000EdgdOAAR,Custom Machines,Closed Won,EMEA 1
0014v00002dMeNrAAK,864.59,2/18/2022,0064v00001tlwi2AAA,2/18/2022,0056g0000049sqhAAA,Shelves & Racks,Closed Won,Strategic Sales
0014v00002WJdkzAAD,14736.76,11/26/2021,0064v00001tjVPxAAM,11/5/2021,0056g0000050h9EAAQ,Robot Range Extender,Closed Won,EMEA 2
0014v00002YT5XpAAL,4000,3/31/2022,0064v00001tkBXsAAM,12/8/2021,0054v00000Ee1TPAAZ,Workstations,Closed Lost,EMEA 1
0016g00000CWul0AAD,5000,6/30/2022,0064v00001tlzhkAAA,2/22/2022,0056g00000572OUAAY,Robot Pedestals & Bases,Closed Lost,HVS 1
0016g00000CWwBQAA1,818.3,2/28/2022,0064v00001tm44fAAA,2/24/2022,0056g0000049sqhAAA,Jigs & Fixtures,Closed Won,Strategic Sales
0016g00000FbbNPAAZ,6000,12/31/2021,0064v00001tk2l3AAA,12/1/2021,0054v00000E76uaAAB,Other Equipment - Other,Closed Lost,HVS 4
0014v00002WHlDOAA1,100000,10/31/2022,0064v00001tk2zJAAQ,12/1/2021,0054v00000Edh3HAAR,Box Erecting,Project Discovery,HVS 1
0014v00002JiwYvAAJ,3355.28,12/7/2021,0064v00001tk3zVAAQ,12/2/2021,0056g0000049sqhAAA,Shelves & Racks,Closed Won,Strategic Sales
0014v00002WIpdJAAT,83,1/24/2022,0064v00001tlApLAAU,1/24/2022,0054v00000EEeO8AAL,Parts,Closed Won,HVS 4
0016g00000BVxT8AAL,22767.26,11/8/2021,0064v00001tjUgXAAU,11/4/2021,0054v00000E76uBAAR,Safety Enclosures,Closed Lost,HVS 4
0014v00002M7aaNAAR,2000,10/29/2021,0064v00001s7FpTAAU,6/16/2021,0054v00000EIPPhAAP,Shelves & Racks,Closed Lost,HVS 2
0016g00000CYvL8AAL,10000,9/30/2021,0064v00001s8OWxAAM,7/29/2021,0054v00000EEeO8AAL,Milling & Drilling,Closed Lost,HVS 4
0014v00002M8fhsAAB,134.39,12/3/2021,0064v00001tk2WbAAI,12/1/2021,0054v00000EdgdOAAR,Other Equipment - Other,Closed Won,EMEA 1
0016g00000CWui3AAD,10000,1/30/2022,0064v00001tjJLmAAM,10/27/2021,0054v00000E5wUpAAJ,Custom Machines,Closed Lost,HVS 1
0016g00000CWvwWAAT,150000,8/18/2022,0064v00001tjZWMAA2,11/9/2021,0054v00000E76uVAAR,Custom Machines,Design Review,HVS 4
0016g00000CYv2dAAD,5387,8/31/2021,0064v00001s7vSlAAI,7/12/2021,0054v00000EIPPmAAP,Robotic Tending Cells,Closed Lost,HVS 3
0014v00002QmzMDAAZ,100000,1/21/2022,0064v00001s8MapAAE,7/28/2021,0054v00000E7EDFAA3,Cobot Palletizer,Closed Lost,Strategic Sales
0016g00000Lxc56AAB,2023,1/27/2022,0064v00001tkk9sAAA,1/7/2022,0054v00000Edh2nAAB,Workstations,Closed Won,EMEA 1
0014v00002O4mvRAAR,6517.61,12/6/2021,0064v00001tk8WbAAI,12/6/2021,0056g00000511ReAAI,Workstations,Closed Won,HVS 1
0014v00002bKVjpAAG,67.81,12/29/2021,0064v00001tkYRcAAM,12/28/2021,0054v00000E76uLAAR,Other Equipment - Other,Closed Won,HVS 5
0014v00002NfTReAAN,3000,2/28/2022,0064v00001tk2zTAAQ,12/1/2021,0054v00000E76uVAAR,Jigs & Fixtures,Closed Lost,HVS 4
0014v00002bNHMXAA4,20000,2/28/2022,0064v00001tl7rOAAQ,1/21/2022,0054v00000E76uGAAR,Milling & Drilling,Closed Lost,HVS 2
0016g00000ZpZ6YAAV,2500,10/21/2022,0064v00001tlAg8AAE,1/24/2022,0056g0000049sqhAAA,Collaborative Robot (Standalone),Design Review,Strategic Sales
0016g00000CYvSwAAL,201.46,11/19/2021,0064v00001tjo3gAAA,11/19/2021,0056g000003LOiqAAG,Other Equipment - Other,Closed Won,EMEA 1
0014v00002dOt7GAAS,5000,2/18/2022,0064v00001tlwLaAAI,2/18/2022,0054v00000Ef8J4AAJ,Safety Enclosures,Closed Lost,HVS BOS
0014v00002JiKnyAAF,2000,2/25/2022,0064v00001tlAAkAAM,1/24/2022,0054v00000Edh2nAAB,Robot Pedestals & Bases,Closed Lost,EMEA 1
0016g00000Fbc4BAAR,20000,4/30/2022,0064v00001tjGLaAAM,10/26/2021,0054v00000Ee1TPAAZ,Robotics - Pick & Place,Closed Lost,EMEA 1
0014v00002LAWVjAAP,17667.09,2/23/2022,0064v00001tlW3NAAU,2/7/2022,0054v00000EEeO8AAL,Gantry Robot,Closed Won,HVS 4
0016g00000CWwBwAAL,152.16,7/28/2021,0064v00001s8V48AAE,8/3/2021,0056g0000056q5dAAA,Other Equipment - Other,Closed Won,Strategic Sales
0014v00002KCkWCAA1,15307.26,9/7/2021,0064v00001s8OY0AAM,7/29/2021,0054v00000EEeOqAAL,Jigs & Fixtures,Closed Won,HVS 2
0014v00002Tj0qdAAB,5000,6/16/2022,0064v00001tm4G2AAI,2/24/2022,0056g0000049sqgAAA,Jigs & Fixtures,Closed Lost,Strategic Sales
0014v00002KFV9MAAX,0,3/31/2022,0064v00001tm4JQAAY,2/24/2022,0054v00000Ee0JOAAZ,Case Packing,Closed Lost,HVS 4
0016g00000JMLRVAA5,4455.83,2/22/2022,0064v00001tm0j1AAA,2/22/2022,0054v00000EEeO8AAL,Robot Pedestals & Bases,Closed Won,HVS 4
0016g00000JMLcoAAH,100000,4/14/2022,0064v00001tjQnoAAE,11/2/2021,0054v00000EIPPhAAP,Cobot Palletizer,Closed Lost,HVS 2
0014v00002WH2sLAAT,242.55,1/4/2022,0064v00001tkeZAAAY,1/4/2022,0054v00000E6aXFAAZ,Other Equipment - Other,Closed Won,HVS 3
0014v00002YTlEKAA1,9000,10/31/2022,0064v00001tkKSVAA2,12/14/2021,0054v00000E76uVAAR,Robotic Tending Cells,Prospect,HVS 4
0014v00002bMnOIAA0,30000,3/31/2022,0064v00001tkxYwAAI,1/14/2022,0054v00000EdgdTAAR,Cobot Palletizer,Closed Lost,EMEA 2
0016g00000CWw2wAAD,723.57,11/25/2021,0064v00001tjviPAAQ,11/25/2021,0056g0000050oslAAA,Other Equipment - Other,Closed Won,HVS 1
0014v00002QnlSVAAZ,55000,2/28/2022,0064v00001s8R6AAAU,7/30/2021,0054v00000E5wUpAAJ,Robot Range Extender,Closed Lost,HVS 1
0014v00002YT1pGAAT,100000,11/30/2022,0064v00001tkl66AAA,1/7/2022,0054v00000E5wVTAAZ,Cobot Palletizer,Project Discovery,HVS 3
0014v00002LU8MqAAL,50000,7/1/2022,0064v00001tmGztAAE,3/4/2022,0054v00000EegLCAAZ,Milling & Drilling,Closed Lost,HVS 3
0014v00002eWP1cAAG,60000,5/31/2022,0064v00001tmPugAAE,3/11/2022,0054v00000Ef8IfAAJ,Robotic Tending Cells,Closed Lost,HVS BOS
0014v00002eWuJzAAK,293.2,3/11/2022,0064v00001tmQFkAAM,3/11/2022,0054v00000EfDVyAAN,Parts,Closed Won,HVS BOS
0016g00000CWvwWAAT,1493.06,11/1/2021,0064v00001tjHHPAA2,10/26/2021,0054v00000E6aXjAAJ,Robot Pedestals & Bases,Closed Won,HVS 4
0014v00002bN23FAAS,50000,4/22/2022,0064v00001tlsYmAAI,2/16/2022,0056g0000049sqkAAA,Robotic Tending Cells,Closed Lost,Strategic Sales
0014v00002dOb2JAAS,100000,4/30/2022,0064v00001tlsgqAAA,2/16/2022,0054v00000EeKcBAAV,Cobot Palletizer,Closed Lost,HVS 1
0014v00002YRjgKAAT,168.46,3/23/2022,0064v00001tjsZeAAI,11/23/2021,0054v00000EdgdTAAR,Parts,Closed Won,EMEA 2
0014v00002bMJHYAA4,15000,7/29/2022,0064v00001tksNfAAI,1/11/2022,0056g0000049sqgAAA,Robot Range Extender,Design Review,Strategic Sales
0016g00000CWuzOAAT,5000,3/25/2022,0064v00001tjd8fAAA,11/11/2021,0054v00000E76u6AAB,Workstations,Closed Lost,HVS 2
0014v00002bKCZxAAO,238368.97,4/30/2022,0064v00001tkNq5AAE,12/16/2021,0054v00000EdgdOAAR,Conveyors,Closed Lost,EMEA 1
0016g00000CWvI0AAL,5000,5/31/2022,0064v00001tkwqDAAQ,1/13/2022,0056g00000572OUAAY,Jigs & Fixtures,Closed Lost,HVS 1
0016g00000CWvvxAAD,1919.44,2/2/2022,0064v00001tlQR6AAM,2/2/2022,0056g0000049sqkAAA,Parts,Closed Won,Strategic Sales
0014v00002YTEdsAAH,500,12/15/2021,0064v00001tkDrTAAU,12/9/2021,0054v00000EIPPIAA5,Workstations,Closed Lost,HVS 2
0014v00002WFyDHAA1,44.8,11/3/2021,0064v00001tjSIwAAM,11/3/2021,0054v00000EIPPIAA5,Other Equipment - Other,Closed Won,HVS 2
0014v00002bNHVAAA4,4000,5/25/2022,0064v00001tlygCAAQ,2/21/2022,0054v00000EIPPhAAP,Support Structure,Closed Lost,HVS 2
0014v00002LBSoYAAX,100,3/31/2022,0064v00001tlz3zAAA,2/21/2022,0054v00000E76uGAAR,Parts,Closed Lost,HVS 2
0014v00002bN893AAC,54978.69,4/7/2022,0064v00001tmN7KAAU,3/9/2022,0054v00000Edh3RAAR,Conveyors,Closed Lost,HVS 5
0014v00002YSfglAAD,100000,8/31/2022,0064v00001tk644AAA,12/3/2021,0054v00000E6aXUAAZ,Cobot Palletizer,Closed Lost,HVS 3
0014v00002dMbzvAAC,3318.09,3/18/2022,0064v00001tlO9jAAE,2/1/2022,0054v00000Ee0JOAAZ,Workstations,Closed Won,HVS 4
0014v00002bO8fHAAS,155000,6/29/2023,0064v00001tlIveAAE,1/28/2022,0054v00000E76uBAAR,Cobot Palletizer,Project Discovery,HVS 4
0014v00002WItAxAAL,2000,1/31/2022,0064v00001tjT7qAAE,11/3/2021,0054v00000E76uVAAR,Workstations,Closed Lost,HVS 4
0016g00000FbbsSAAR,50000,4/30/2022,0064v00001tjT7rAAE,11/3/2021,0054v00000E76uVAAR,Robotics - Pick & Place,Closed Lost,HVS 4
0016g00000BVx25AAD,429600,8/31/2022,0064v00001tk8HgAAI,12/6/2021,0054v00000E76uLAAR,Collaborative Robot (Standalone),Closed Lost,HVS 5
0014v00002bNkuBAAS,1700,10/31/2022,0064v00001tlBC0AAM,1/24/2022,0054v00000E76uVAAR,Industrial Carts,Project Quoted,HVS 4
0016g00000Lxc8bAAB,15000,7/31/2022,0064v00001tksMSAAY,1/11/2022,0056g0000056q5dAAA,Jigs & Fixtures,Closed Lost,Strategic Sales
0014v00002bMR2yAAG,4000,5/13/2022,0064v00001tkv9CAAQ,1/12/2022,0056g0000049sqhAAA,Workstations,Closed Lost,Strategic Sales
0016g00000BVwKTAA1,233.95,11/26/2021,0064v00001tjyHtAAI,11/29/2021,0056g0000050oslAAA,Other Equipment - Other,Closed Won,HVS 1
0016g00000CWvjyAAD,12444.73,3/18/2022,0064v00001tlof3AAA,2/14/2022,0056g0000050osWAAQ,Workstations,Closed Won,HVS 3
0014v00002YQZX8AAP,179.99,12/7/2021,0064v00001tjd2NAAQ,11/11/2021,0054v00000E6aXjAAJ,Robot Pedestals & Bases,Closed Won,HVS 4
0014v00002KGF68AAH,3506.86,6/24/2022,0064v00001tks3GAAQ,1/11/2022,0054v00000EIPPIAA5,Shelves & Racks,Closed Won,HVS 2
0014v00002YSM4BAAX,10000,3/22/2022,0064v00001tk4C0AAI,12/2/2021,0054v00000EEeORAA1,Safety Enclosures,Closed Lost,HVS 4
0014v00002O6LyAAAV,80000,7/20/2021,0064v00001s7U9cAAE,6/25/2021,0056g0000049sqoAAA,Cartesian Palletizer,Closed Lost,HVS 4
0014v00002YQi4kAAD,4679.57,12/1/2021,0064v00001tjfHFAAY,11/12/2021,0054v00000E76uaAAB,Robotic Tending Cells,Closed Won,HVS 4
0016g00000NhSYBAA3,15003.41,1/14/2022,0064v00001tkgGeAAI,1/5/2022,0056g0000049sqkAAA,Robotic Tending Cells,Closed Won,Strategic Sales
0014v00002YRCQxAAP,120000,7/31/2022,0064v00001tmQcFAAU,3/11/2022,0054v00000Ef8IGAAZ,Bin Picking,Prospect,HVS 4
0014v00002WJQpyAAH,10500,12/24/2021,0064v00001tjTxIAAU,11/4/2021,0054v00000EEeOqAAL,Shelves & Racks,Closed Lost,HVS 2
0014v00002bMgd1AAC,5492.11,3/3/2022,0064v00001tkw0EAAQ,1/13/2022,0054v00000EdgdOAAR,Workstations,Closed Won,EMEA 1
0014v00002bN1cdAAC,140000,8/31/2022,0064v00001tl0I5AAI,1/17/2022,0054v00000EdgdOAAR,Cobot Palletizer,Project Discovery,EMEA 1
0014v00002O4GrNAAV,899.72,1/28/2022,0064v00001tlGYzAAM,1/27/2022,0054v00000EIPPhAAP,Parts,Closed Won,HVS 2
0014v00002LAMUyAAP,25000,4/15/2022,0064v00001tlNv8AAE,2/1/2022,0056g0000049sqhAAA,Shelves & Racks,Closed Lost,Strategic Sales
0016g00000CWuonAAD,1307.68,12/10/2021,0064v00001tjuxBAAQ,11/24/2021,0054v00000EIPPhAAP,Jigs & Fixtures,Closed Won,HVS 2
0014v00002YTCrKAAX,50000,3/31/2022,0064v00001tkDGrAAM,12/9/2021,0054v00000E6aXUAAZ,Robotic Tending Cells,Closed Lost,HVS 3
0016g00000CWw9CAAT,65952.34,3/21/2022,0064v00001tkeUFAAY,1/4/2022,0056g0000049sqgAAA,Workstations,Closed Won,Strategic Sales
0014v00002YSRxqAAH,138479.32,2/11/2022,0064v00001tkMUjAAM,12/15/2021,0056g0000056q5dAAA,Cobot Palletizer,Closed Won,Strategic Sales
0016g00000CWvjvAAD,2000,3/31/2022,0064v00001tkNn1AAE,12/16/2021,0054v00000E5wVTAAZ,Shelves & Racks,Closed Lost,HVS 3
0016g00000BVyHgAAL,19500,12/30/2022,0064v00001tkx0wAAA,1/13/2022,0054v00000Edh3RAAR,Robot Pedestals & Bases,Project Quoted,HVS 5
0014v00002O4b2qAAB,500,8/31/2021,0064v00001s772lAAA,6/10/2021,0054v00000EIPPIAA5,Custom Machines,Closed Lost,HVS 2
0014v00002O4bzaAAB,2021.36,6/28/2021,0064v00001s77JSAAY,6/10/2021,0056g000003LOiqAAG,Shelves & Racks,Closed Won,EMEA 1
0014v00002bNHwLAAW,5104.53,3/7/2022,0064v00001tlJKZAA2,1/28/2022,0056g0000056q5dAAA,Workstations,Closed Won,Strategic Sales
0014v00002dNe91AAC,75000,3/31/2022,0064v00001tlaGgAAI,2/9/2022,0056g00000572OUAAY,Custom Machines,Closed Lost,HVS 1
0014v00002YTJXcAAP,35000,3/24/2022,0064v00001tkElrAAE,12/10/2021,0054v00000Edh2nAAB,Conveyors,Closed Lost,EMEA 1
0014v00002JZtsNAAT,200,1/28/2022,0064v00001tjPQeAAM,11/1/2021,0056g0000050osWAAQ,Workstations,Closed Lost,HVS 3
0014v00002LB15zAAD,196.39,7/15/2021,0064v00001s83XtAAI,7/15/2021,0054v00000EIPPIAA5,Other Equipment - Other,Closed Won,HVS 2
0014v00002QloosAAB,1000,9/30/2021,0064v00001s7v9eAAA,7/12/2021,0054v00000E6oPZAAZ,Workstations,Closed Lost,EMEA 1
0014v00002QmIQxAAN,2021.03,7/16/2021,0064v00001s85yvAAA,7/16/2021,0056g0000050osWAAQ,Other Equipment - Other,Closed Won,HVS 3
0016g00000CWvodAAD,707.01,11/17/2021,0064v00001tjlQGAAY,11/17/2021,0056g0000050osWAAQ,Workstations,Closed Won,HVS 3
0016g00000CWvctAAD,6000,5/18/2022,0064v00001tjleSAAQ,11/17/2021,0056g0000049sqkAAA,Cobot Palletizer,Closed Lost,Strategic Sales
0014v00002O6LSJAA3,50000,5/30/2022,0064v00001tkAS4AAM,12/7/2021,0056g00000572OUAAY,Robotics - Pick & Place,Closed Lost,HVS 1
0014v00002YT8EVAA1,50000,12/31/2021,0064v00001tkCGiAAM,12/8/2021,0054v00000E6aXUAAZ,Robot Range Extender,Closed Lost,HVS 3
0014v00002dNMHqAAO,4985.03,4/12/2022,0064v00001tlWOtAAM,2/7/2022,0054v00000E76uBAAR,Bin Picking,Closed Won,HVS 4
0016g00000CWucDAAT,5000,3/31/2022,0064v00001tluORAAY,2/17/2022,0054v00000Ef8IGAAZ,Workstations,Closed Lost,HVS 4
0016g00000WOtRfAAL,54636.84,2/18/2022,0064v00001tluwnAAA,2/17/2022,0054v00000Ef8IGAAZ,Robotic Tending Cells,Closed Won,HVS 4
0014v00002QmHuXAAV,30000,10/31/2021,0064v00001s85nTAAQ,7/16/2021,0054v00000E5wUpAAJ,Box Erecting,Closed Lost,HVS 1
0014v00002YSRECAA5,2500,2/28/2022,0064v00001tk3C3AAI,12/1/2021,0054v00000E76uGAAR,Shelves & Racks,Closed Lost,HVS 2
0014v00002WFejEAAT,2000,1/1/2022,0064v00001tjPk4AAE,11/1/2021,0054v00000E6aXFAAZ,Shelves & Racks,Closed Lost,HVS 3
0014v00002YQFtUAAX,50000,3/31/2022,0064v00001tjaEiAAI,11/9/2021,0054v00000E76uVAAR,Robotics - Gantry Robots,Closed Lost,HVS 4
0014v00002bN3JEAA0,100000,7/30/2022,0064v00001tl0wtAAA,1/17/2022,0056g0000056q5dAAA,Cobot Palletizer,Closed Lost,Strategic Sales
0016g00000CWvQzAAL,2002.22,1/5/2022,0064v00001tkT7bAAE,12/21/2021,0054v00000E76uaAAB,Robot Pedestals & Bases,Closed Won,HVS 4
0016g00000CWw9DAAT,7612.09,9/23/2021,0064v00001s81jhAAA,7/14/2021,0056g0000049sqfAAA,Safety Enclosures,Closed Won,HVS 3
0016g00000CWv9xAAD,1049.43,7/23/2021,0064v00001s81ntAAA,7/14/2021,0056g0000049sqfAAA,Workstations,Closed Won,HVS 3
0014v00002LB8HFAA1,10000,3/31/2022,0064v00001tkgh1AAA,1/5/2022,0054v00000EEeO8AAL,Cobot Palletizer,Closed Lost,HVS 4
0016g00000CWvNvAAL,19414.94,1/10/2022,0064v00001tk5FIAAY,12/3/2021,0054v00000EdgdOAAR,Robot Pedestals & Bases,Closed Won,EMEA 1
0014v00002WGEfpAAH,417.9,12/20/2021,0064v00001tkI09AAE,12/13/2021,0054v00000E6aXFAAZ,Other Equipment - Other,Closed Won,HVS 3
0016g00000BVwuVAAT,158.58,11/3/2021,0064v00001tjSBgAAM,11/3/2021,0056g00000511ReAAI,Other Equipment - Other,Closed Won,HVS 1
0016g00000pA4ytAAC,60000,4/4/2022,0064v00001tmARPAA2,3/1/2022,0054v00000Ef8HhAAJ,Robotic Tending Cells,Closed Lost,HVS 2
0014v00002dQ4rrAAC,4252.82,3/10/2022,0064v00001tmAXhAAM,3/1/2022,0054v00000EIPPIAA5,Robot Pedestals & Bases,Closed Won,HVS 2
0016g00000CWvcHAAT,383.15,3/1/2022,0064v00001tmAi1AAE,3/1/2022,0054v00000EEeOqAAL,Parts,Closed Won,HVS 2
0016g00000CWw0TAAT,50000,4/22/2022,0064v00001tjkYFAAY,11/17/2021,0054v00000EEeOqAAL,Inspection & Testing - Part Inspection,Closed Lost,HVS 2
0014v00002WHTrsAAH,3000,12/31/2021,0064v00001tjyMAAAY,11/29/2021,0054v00000EIPG1AAP,Safety Enclosures,Closed Lost,HVS 3
0016g00000CWv0AAAT,17.43,12/6/2021,0064v00001tk95NAAQ,12/6/2021,0054v00000E6aXFAAZ,Other Equipment - Other,Closed Won,HVS 3
0016g00000PBgtnAAD,80000,2/28/2023,0064v00001tm064AAA,2/22/2022,0054v00000Edh3HAAR,Robotic Tending Cells,Prospect,HVS 1
0016g00000BVwKKAA1,517.15,11/25/2021,0064v00001tjvbiAAA,11/25/2021,0054v00000EIPPIAA5,Robot Pedestals & Bases,Closed Won,HVS 2
0016g00000CYv3jAAD,20000,3/31/2022,0064v00001tm9LnAAI,2/28/2022,0054v00000EEeO8AAL,Gantry Robot,Closed Lost,HVS 4
0016g00000CWvGdAAL,5351.24,7/16/2021,0064v00001s7HisAAE,6/17/2021,0054v00000EIPPhAAP,Robot Pedestals & Bases,Closed Won,HVS 2
0014v00002JiTojAAF,0,7/22/2021,0064v00001s7BepAAE,6/14/2021,0056g0000050oslAAA,Cobot Palletizer,Closed Lost,HVS 1
0016g00000CWvcHAAT,120000,9/30/2022,0064v00001tkIe8AAE,12/13/2021,0054v00000EEeOqAAL,Workstations,Design Review,HVS 2
0014v00002bKBFaAAO,180000,1/31/2022,0064v00001tkNeOAAU,12/16/2021,0054v00000EIPG1AAP,Robotics - Pick & Place,Closed Lost,HVS 3
0016g00000CWvdOAAT,100000,7/28/2022,0064v00001tlECDAA2,1/26/2022,0054v00000EdgdOAAR,Cobot Palletizer,Prospect,EMEA 1
0014v00002NfbMyAAJ,1500,2/28/2022,0064v00001tl6DFAAY,1/20/2022,0054v00000EIPPhAAP,Workstations,Closed Lost,HVS 2
0016g00000CWvcHAAT,867.95,1/7/2022,0064v00001tkkNpAAI,1/7/2022,0054v00000EEeOqAAL,Parts,Closed Won,HVS 2
0014v00002dNyNuAAK,3025.56,3/7/2022,0064v00001tlqZAAAY,2/15/2022,0054v00000E76uVAAR,Safety Enclosures,Closed Won,HVS 4
0016g00000CWuzdAAD,4000,3/31/2022,0064v00001tlq0OAAQ,2/15/2022,0054v00000EEeOqAAL,Workstations,Closed Lost,HVS 2
0016g00000CWw2FAAT,100,12/31/2021,0064v00001tjW8EAAU,11/5/2021,0056g0000050osWAAQ,Robot Range Extender,Closed Lost,HVS 3
0016g00000BVwdNAAT,20000,5/31/2022,0064v00001tmSeCAAU,3/14/2022,0054v00000EdgdTAAR,Cobot Palletizer,Closed Lost,EMEA 2
0016g00000JMLa6AAH,80000,7/31/2022,0064v00001tmSyvAAE,3/14/2022,0054v00000EeqrNAAR,Shelves & Racks,Closing Stage,EMEA 2
0014v00002YQuQRAA1,50000,6/30/2022,0064v00001tjlADAAY,11/17/2021,0054v00000E5wVdAAJ,Robotic Tending Cells,Closed Lost,HVS 3
0014v00002YRStGAAX,1,1/13/2022,0064v00001tjopjAAA,11/19/2021,0054v00000Ee0JdAAJ,Robotic Tending Cells,Closed Lost,HVS 2
0016g00000BVwmIAAT,8000,7/31/2022,0064v00001tlAxPAAU,1/24/2022,0054v00000E76uaAAB,Robotic Tending Cells,Project Quoted,HVS 4
0014v00002dOY83AAG,10000,7/31/2022,0064v00001tlrUJAAY,2/16/2022,0054v00000Eev0xAAB,Collaborative Robot (Standalone),Closed Lost,EMEA 1
0014v00002YQZx3AAH,50000,2/25/2022,0064v00001tjdExAAI,11/11/2021,0054v00000E76uGAAR,Robot Range Extender,Closed Lost,HVS 2
0016g00000NhSYBAA3,2933.29,1/31/2022,0064v00001tlLcnAAE,1/31/2022,0056g0000049sqkAAA,Robot Pedestals & Bases,Closed Won,Strategic Sales
0014v00002bNHvSAAW,10000,2/28/2022,0064v00001tl4sjAAA,1/19/2022,0054v00000E5wVTAAZ,Conveyors,Closed Lost,HVS 3
0016g00000FbbpJAAR,80.41,8/4/2021,0064v00001s8WKsAAM,8/4/2021,0056g0000050h9EAAQ,Other Equipment - Other,Closed Won,EMEA 2
0014v00002O4mvRAAR,443.84,1/24/2022,0064v00001tlBAdAAM,1/24/2022,0056g00000511ReAAI,Support Structure,Closed Won,HVS 1
0016g00000ZqKdPAAV,100000,6/30/2022,0064v00001tk0zHAAQ,11/30/2021,0054v00000EfS0vAAF,Cobot Palletizer,Closed Lost,HVS 5
0014v00002YRubtAAD,50000,4/30/2022,0064v00001tkDBIAA2,12/9/2021,0056g0000049sqkAAA,Robotic Tending Cells,Closed Lost,Strategic Sales
0016g00000CWw9DAAT,7000,6/10/2022,0064v00001tltsaAAA,2/17/2022,0056g0000049sqgAAA,Robot Range Extender,Prospect,Strategic Sales
0014v00002dPOxIAAW,4000,10/31/2022,0064v00001tm26iAAA,2/23/2022,0054v00000Ef8XLAAZ,Conveyors,Design Review,HVS 5
0016g00000Lxc88AAB,1000,7/30/2022,0064v00001tm2niAAA,2/23/2022,0054v00000EEeP5AAL,Cobot Palletizer,Prospect,HVS 1
